type,content
link,#cite_note-253
link,/wiki/Laurie_Ackermann
link,#cite_note-254
link,/wiki/Edwin_Cameron
link,#cite_note-255
link,/wiki/Constitutional_Court_of_South_Africa
link,/wiki/Puisne_Justice
link,/wiki/Supreme_Court_of_Canada
link,/wiki/Federal_Court_of_Canada
link,/wiki/Legal_scholar
link,/wiki/H._L._A._Hart
link,#cite_note-Hodgson-256
link,/wiki/Ronald_Dworkin
link,#cite_note-Hodgson-256
link,/wiki/Andrew_Burrows
link,/wiki/Guenter_Treitel
link,/wiki/Jeremy_Waldron
link,/wiki/A._V._Dicey
link,/wiki/William_Blackstone
link,/wiki/John_Gardner_(legal_philosopher)
link,/wiki/Robert_A._Gorman
link,/wiki/Timothy_Endicott
link,/wiki/Peter_Birks
link,/wiki/John_Finnis
link,/wiki/Andrew_Ashworth
link,/wiki/Joseph_Raz
link,/wiki/Paul_Craig_(law_professor)
link,/wiki/Leslie_Green_(philosopher)
link,/wiki/Tony_Honor%C3%A9
link,/wiki/Neil_MacCormick
link,/wiki/Hugh_Collins
link,"/wiki/David_Pannick,_Baron_Pannick"
link,/wiki/King%27s_Counsel
link,#cite_note-257
link,/wiki/Geoffrey_Robertson
link,/wiki/Amal_Clooney
link,#cite_note-258
link,"/wiki/Edward_Faulks,_Baron_Faulks"
link,/wiki/Dinah_Rose
link,/w/index.php?title=University_of_Oxford&action=edit&section=33
link,/wiki/File:Stephen_Hawking.StarChild.jpg
link,/wiki/Stephen_Hawking
link,"/wiki/University_College,_Oxford"
link,/wiki/File:Tim_Berners-Lee_CP_2_head_crop.jpg
link,/wiki/Tim_Berners-Lee
link,"/wiki/The_Queen%27s_College,_Oxford"
link,/wiki/File:Dorothy_Hodgkin_Nobel.jpg
link,/wiki/Dorothy_Hodgkin
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/Michael_Atiyah
link,/wiki/Daniel_Quillen
link,/wiki/Simon_Donaldson
link,/wiki/James_Maynard_(mathematician)
link,/wiki/Fields_Medal
link,/wiki/Andrew_Wiles
link,/wiki/Fermat%27s_Last_Theorem
link,/wiki/Regius_Professor
link,#cite_note-Wiles_Regius-259
link,/wiki/Marcus_du_Sautoy
link,/wiki/Roger_Penrose
link,/wiki/Jackie_Stedall
link,/wiki/Stephen_Wolfram
link,/wiki/Mathematica
link,/wiki/Wolfram_Alpha
link,/wiki/Tim_Berners-Lee
link,#cite_note-Famous-18
link,/wiki/World_Wide_Web
link,#cite_note-260
link,/wiki/Edgar_F._Codd
link,/wiki/Relational_model
link,#cite_note-ACM_Turing-261
link,/wiki/Tony_Hoare
link,/wiki/Quicksort
link,/wiki/Nobel_Prize_in_Chemistry
link,/wiki/Nobel_Prize_in_Physics
link,/wiki/Nobel_Prize_in_Physiology_or_Medicine
link,#cite_note-262
link,/wiki/Dorothy_Hodgkin
link,#cite_note-nobelDH-263
link,/wiki/Howard_Florey
link,/wiki/John_B._Goodenough
link,/wiki/Nobel_Prize_in_Chemistry
link,#cite_note-nobelHF-264
link,/wiki/Richard_Dawkins
link,#cite_note-265
link,/wiki/Frederick_Soddy
link,#cite_note-266
link,/wiki/Robert_Hooke
link,#cite_note-Famous-18
link,/wiki/Edwin_Hubble
link,#cite_note-Famous-18
link,/wiki/Stephen_Hawking
link,#cite_note-Famous-18
link,/wiki/Robert_Boyle
link,#cite_note-267
link,/wiki/Albert_Einstein
link,#cite_note-268
link,/wiki/General_relativity
link,/wiki/Photon
link,/wiki/Erwin_Schr%C3%B6dinger
link,/wiki/Schr%C3%B6dinger_equation
link,/wiki/Schr%C3%B6dinger%27s_cat
link,/wiki/Roma_Agrawal
link,/wiki/The_Shard
link,/wiki/Adam_Smith
link,/wiki/Alfred_Marshall
link,/wiki/E._F._Schumacher
link,/wiki/Amartya_Sen
link,/w/index.php?title=University_of_Oxford&action=edit&section=34
link,"/wiki/File:Oscar_Wilde_by_Napoleon_Sarony._Three-quarter-length_photograph,_seated.jpg"
link,/wiki/Oscar_Wilde
link,"/wiki/Magdalen_College,_Oxford"
link,/wiki/File:Vera_Brittain.jpg
link,/wiki/Vera_Brittain
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/File:J._R._R._Tolkien,_ca._1925.jpg"
link,/wiki/J._R._R._Tolkien
link,"/wiki/Exeter_College,_Oxford"
link,/wiki/Kingsley_Amis
link,/wiki/Martin_Amis
link,/wiki/Vera_Brittain
link,/wiki/A._S._Byatt
link,/wiki/Lewis_Carroll
link,#cite_note-269
link,/wiki/Penelope_Fitzgerald
link,/wiki/John_Fowles
link,/wiki/Dr._Seuss
link,/wiki/Robert_Graves
link,/wiki/Graham_Greene
link,#cite_note-270
link,/wiki/Joseph_Heller
link,#cite_note-271
link,/wiki/Christopher_Hitchens
link,/wiki/Aldous_Huxley
link,#cite_note-272
link,/wiki/Dr_Samuel_Johnson
link,/wiki/Nicole_Krauss
link,/wiki/C._S._Lewis
link,#cite_note-273
link,/wiki/Thomas_Middleton
link,/wiki/Iris_Murdoch
link,/wiki/V._S._Naipaul
link,/wiki/Philip_Pullman
link,#cite_note-Famous-18
link,/wiki/Dorothy_L._Sayers
link,/wiki/Vikram_Seth
link,#cite_note-Famous-18
link,/wiki/J._R._R._Tolkien
link,#cite_note-274
link,/wiki/Evelyn_Waugh
link,#cite_note-275
link,/wiki/Oscar_Wilde
link,#cite_note-276
link,/wiki/Percy_Bysshe_Shelley
link,#cite_note-277
link,/wiki/John_Donne
link,#cite_note-278
link,/wiki/A._E._Housman
link,#cite_note-279
link,/wiki/Gerard_Manley_Hopkins
link,/wiki/W._H._Auden
link,#cite_note-280
link,/wiki/T._S._Eliot
link,/wiki/Philip_Larkin
link,#cite_note-281
link,/wiki/Poet_Laureate
link,/wiki/Thomas_Warton
link,#cite_note-282
link,/wiki/Henry_James_Pye
link,#cite_note-283
link,/wiki/Robert_Southey
link,#cite_note-284
link,/wiki/Robert_Bridges
link,#cite_note-285
link,/wiki/Cecil_Day-Lewis
link,#cite_note-286
link,/wiki/John_Betjeman
link,#cite_note-287
link,/wiki/Andrew_Motion
link,#cite_note-288
link,/wiki/Hubert_Parry
link,/wiki/George_Butterworth
link,/wiki/John_Taverner
link,/wiki/William_Walton
link,/wiki/James_Whitbourn
link,/wiki/Andrew_Lloyd_Webber
link,/wiki/File:RowanAtkinsonMar07.jpg
link,/wiki/Rowan_Atkinson
link,"/wiki/The_Queen%27s_College,_Oxford"
link,/wiki/File:Rosamund_Pike_2011.jpg
link,/wiki/Rosamund_Pike
link,"/wiki/Wadham_College,_Oxford"
link,/wiki/File:Hugh_Grant_Cannes.jpg
link,/wiki/Hugh_Grant
link,"/wiki/New_College,_Oxford"
link,/wiki/Hugh_Grant
link,#cite_note-New_College_alumni-289
link,/wiki/Kate_Beckinsale
link,#cite_note-New_College_alumni-289
link,/wiki/Rosamund_Pike
link,/wiki/Felicity_Jones
link,/wiki/Gemma_Chan
link,/wiki/Dudley_Moore
link,#cite_note-290
link,/wiki/Michael_Palin
link,#cite_note-Famous-18
link,/wiki/Terry_Jones
link,#cite_note-291
link,/wiki/Anna_Popplewell
link,/wiki/Rowan_Atkinson
link,/wiki/Ken_Loach
link,#cite_note-292
link,/wiki/Richard_Curtis
link,#cite_note-Famous-18
link,/w/index.php?title=University_of_Oxford&action=edit&section=35
link,/wiki/Saint
link,/wiki/List_of_English_cardinals
link,/wiki/Archbishop_of_Canterbury
link,/wiki/Rowan_Williams
link,/wiki/Wadham_College
link,"/wiki/Christ_Church,_Oxford"
link,#cite_note-Famous-18
link,#cite_note-293
link,/wiki/Duns_Scotus
link,/wiki/John_Wycliffe
link,"/wiki/Balliol_College,_Oxford"
link,/wiki/John_Colet
link,/wiki/Dean_of_St_Paul%27s
link,/wiki/Erasmus
link,"/wiki/Magdalen_College,_Oxford"
link,/wiki/Caroline_Divines
link,/wiki/William_Laud
link,/wiki/Non-Jurors
link,/wiki/Thomas_Ken
link,/wiki/Methodism
link,/wiki/John_Wesley
link,"/wiki/Lincoln_College,_Oxford"
link,#cite_note-294
link,/wiki/Constance_Coltman
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/Oxford_Movement
link,/wiki/John_Henry_Newman
link,/wiki/Edward_Bouverie_Pusey
link,/wiki/John_Keble
link,/wiki/Mirza_Nasir_Ahmad
link,/wiki/Khalifatul_Masih
link,/wiki/Ahmadiyya_Muslim_Community
link,/wiki/Shoghi_Effendi
link,/wiki/Bah%C3%A1%CA%BC%C3%AD_Faith
link,/wiki/Joseph_Cordeiro
link,#cite_note-295
link,/w/index.php?title=University_of_Oxford&action=edit&section=36
link,"/wiki/File:John_Locke%27s_Kit-cat_portrait_by_Godfrey_Kneller,_National_Portrait_Gallery,_London.JPG"
link,/wiki/John_Locke
link,"/wiki/Christ_Church,_Oxford"
link,/wiki/File:Mary_Midgley.JPG
link,/wiki/Mary_Midgley
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/File:Thomas_Hobbes.jpeg
link,/wiki/Thomas_Hobbes
link,"/wiki/Hertford_College,_Oxford"
link,/wiki/Robert_Grosseteste
link,#cite_note-phil-history-296
link,/wiki/William_of_Ockham
link,#cite_note-phil-history-296
link,/wiki/Occam%27s_razor
link,/wiki/Thomas_Hobbes
link,#cite_note-297
link,#cite_note-298
link,/wiki/Jeremy_Bentham
link,/wiki/Empiricism
link,/wiki/John_Locke
link,#cite_note-phil-history-296
link,/wiki/Richard_Swinburne
link,/wiki/Substance_dualism
link,/wiki/Peter_Hacker
link,/wiki/Cognitive_neuroscience
link,/wiki/J._L._Austin
link,/wiki/Gilbert_Ryle
link,#cite_note-phil-history-296
link,/wiki/The_Concept_of_Mind
link,/wiki/Derek_Parfit
link,/wiki/A._J._Ayer
link,#cite_note-phil-history-296
link,/wiki/Elizabeth_Anscombe
link,/wiki/Paul_Grice
link,/wiki/Mary_Midgley
link,/wiki/Iris_Murdoch
link,/wiki/Thomas_Nagel
link,/wiki/Bernard_Williams
link,/wiki/Robert_Nozick
link,/wiki/Onora_O%27Neill
link,/wiki/John_Rawls
link,/wiki/Michael_Sandel
link,/wiki/Peter_Singer
link,/wiki/John_Searle
link,/wiki/Chinese_room
link,#cite_note-299
link,/wiki/Philippa_Foot
link,/wiki/Trolley_problem
link,"/wiki/Somerville_College,_Oxford"
link,#cite_note-Philippa_Foot_1978-300
link,/w/index.php?title=University_of_Oxford&action=edit&section=37
link,/wiki/File:Konferenz_Pakistan_und_der_Westen_Imran_Khan_edited.jpg
link,/wiki/Imran_Khan
link,"/wiki/Keble_College,_Oxford"
link,/wiki/File:Senator_Bill_Bradley_(D-NJ).jpg
link,/wiki/Bill_Bradley
link,"/wiki/Worcester_College,_Oxford"
link,/wiki/File:Matthewpinsent.jpg
link,/wiki/Matthew_Pinsent
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,/wiki/Roger_Bannister
link,/wiki/Matthew_Pinsent
link,#cite_note-Famous-18
link,#cite_note-301
link,/wiki/Imran_Khan
link,/wiki/Mansoor_Ali_Khan_Pataudi
link,/wiki/Bill_Bradley
link,/wiki/Iftikhar_Ali_Khan_Pataudi
link,/wiki/File:BellK_218_Gertrude_Bell_in_Iraq_in_1909_age_41.jpg
link,/wiki/Gertrude_Bell
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,/wiki/File:With_Lawrence_in_Arabia.jpg
link,/wiki/T._E._Lawrence
link,"/wiki/Jesus_College,_Oxford"
link,/wiki/File:William_Segar_Sir_Walter_Raleigh_1598.jpg
link,/wiki/Walter_Raleigh
link,"/wiki/Oriel_College,_Oxford"
link,/wiki/Walter_Raleigh
link,/wiki/Elizabethan_era
link,/wiki/T._E._Lawrence
link,/wiki/Lawrence_of_Arabia_(film)
link,/wiki/Thomas_Coryat
link,/wiki/Coryat%27s_Crudities
link,/wiki/Court_jester
link,"/wiki/Henry_Frederick,_Prince_of_Wales"
link,/wiki/Grand_Tour
link,#cite_note-302
link,/wiki/Gertrude_Bell
link,#cite_note-Encyclopedia_Britannica_1998_m340-303
link,/wiki/Cartography
link,#cite_note-The_Library_of_Congress_2022_t969-304
link,#cite_note-Tarabay_2006_k763-305
link,/wiki/T._E._Lawrence
link,#cite_note-Biography_2020_r612-306
link,/wiki/Hashemite
link,#cite_note-Encyclopedia_Britannica_1998_m340-303
link,#cite_note-National_Portrait_Gallery_p192-307
link,/w/index.php?title=University_of_Oxford&action=edit&section=38
link,/wiki/Chaucer
link,/wiki/Canterbury_Tales
link,#cite_note-308
link,#cite_note-309
link,#cite_note-310
link,#cite_note-311
link,#cite_note-312
link,/wiki/Brideshead_Revisited
link,/wiki/Evelyn_Waugh
link,/wiki/Brideshead_Revisited_(TV_serial)
link,/wiki/His_Dark_Materials
link,/wiki/Philip_Pullman
link,/wiki/The_Golden_Compass_(film)
link,/wiki/His_Dark_Materials_(TV_series)
link,/wiki/Zuleika_Dobson
link,/wiki/Max_Beerbohm
link,/wiki/Gaudy_Night
link,/wiki/Dorothy_L._Sayers
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/Lord_Peter_Wimsey
link,/wiki/Inspector_Morse
link,/wiki/Colin_Dexter
link,/wiki/Inspector_Morse_(TV_series)
link,/wiki/Lewis_(TV_series)
link,/wiki/Endeavour_(TV_series)
link,/wiki/True_Blue_(1996_film)
link,/wiki/Boat_Race
link,/wiki/The_History_Boys
link,/wiki/Alan_Bennett
link,"/wiki/Exeter_College,_Oxford"
link,/wiki/Sheffield
link,/wiki/Royal_National_Theatre
link,/wiki/The_History_Boys_(film)
link,/wiki/Posh_(play)
link,/wiki/Laura_Wade
link,/wiki/The_Riot_Club
link,/wiki/Bullingdon_Club
link,/wiki/Testament_of_Youth_(film)
link,/wiki/Testament_of_Youth
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/Vera_Brittain
link,/wiki/Middle_England_(novel)
link,/wiki/Jonathan_Coe
link,#cite_note-313
link,/wiki/Saltburn_(film)
link,/wiki/Emerald_Fennell
link,"/wiki/Greyfriars,_Oxford"
link,/wiki/Jan_Morris
link,#cite_note-314
link,/w/index.php?title=University_of_Oxford&action=edit&section=39
link,/wiki/Portal:University_of_Oxford
link,/wiki/File:EnglandOxfordshire.png
link,/wiki/Portal:Oxfordshire
link,/wiki/Academic_scarf#University_of_Oxford
link,/wiki/Gaudy
link,/wiki/List_of_medieval_universities
link,/wiki/May_Morning
link,/wiki/Oxford_%22-er%22
link,/wiki/Oxford_bags
link,/wiki/Oxford_University_(UK_Parliament_constituency)
link,/wiki/Oxford_University_Police
link,/wiki/Town_and_gown
link,/w/index.php?title=University_of_Oxford&action=edit&section=40
link,#cite_ref-123
link,/wiki/British_Asian
link,/wiki/Black_British_people
link,/wiki/Mixed_(United_Kingdom_ethnicity_category)
link,/wiki/British_Arabs
link,#cite_ref-126
link,/w/index.php?title=University_of_Oxford&action=edit&section=41
link,/w/index.php?title=University_of_Oxford&action=edit&section=42
link,#cite_ref-1
link,https://www.ox.ac.uk/about/organisation/university-as-a-charity
link,https://web.archive.org/web/20160112004332/http://www.ox.ac.uk/about/organisation/university-as-a-charity
link,#cite_ref-OxHist_2-0
link,#cite_ref-OxHist_2-1
link,#cite_ref-OxHist_2-2
link,#cite_ref-OxHist_2-3
link,#cite_ref-OxHist_2-4
link,#cite_ref-OxHist_2-5
link,#cite_ref-OxHist_2-6
link,http://www.ox.ac.uk/about/organisation/history
link,https://web.archive.org/web/20141020082611/http://www.ox.ac.uk/about/organisation/history
link,#cite_ref-OxColl2023_3-0
link,https://d307gmaoxpdmsg.cloudfront.net/collegeaccounts2223/aggregated.pdf
link,#cite_ref-OxUni2023_4-0
link,#cite_ref-OxUni2023_4-1
link,#cite_ref-OxUni2023_4-2
link,https://www.ox.ac.uk/sites/files/oxford/Oxford%20University%20Financial%20Statements%202022-23.pdf
link,#cite_ref-5
link,#cite_note-OxColl2023-3
link,#cite_note-OxUni2023-4
link,#cite_ref-VCapproval_6-0
link,#cite_ref-VCapproval_6-1
link,https://www.ox.ac.uk/about/organisation/university-officers/vice-chancellor
link,https://web.archive.org/web/20160119083222/http://www.ox.ac.uk/about/organisation/university-officers/vice-chancellor
link,#cite_ref-7
link,https://www.hesa.ac.uk/data-and-analysis/staff/working-in-he
link,https://web.archive.org/web/20190729033636/https://www.hesa.ac.uk/data-and-analysis/staff/working-in-he
link,#cite_ref-8
link,https://public.tableau.com/views/UniversityofOxford-StudentStatistics/AtaGlance?:embed=y&:display_count=yes&:showVizHome=no
link,https://web.archive.org/web/20220115131132/https://public.tableau.com/views/UniversityofOxford-StudentStatistics/AtaGlance?:embed=y&:display_count=yes&:showVizHome=no
link,#cite_ref-Student_Numbers_9-0
link,https://www.ox.ac.uk/about/facts-and-figures/student-numbers?wssl=1
link,https://web.archive.org/web/20170915101523/https://www.ox.ac.uk/about/facts-and-figures/student-numbers?wssl=1
link,#cite_ref-10
link,http://www.ox.ac.uk/branding_toolkit/the_brand_colours/
link,https://web.archive.org/web/20130524062108/http://www.ox.ac.uk/branding_toolkit/the_brand_colours/
link,#cite_ref-11
link,#cite_ref-12
link,https://www.timeshighereducation.com/student/best-universities/top-50-universities-reputation
link,https://web.archive.org/web/20211024172157/https://www.timeshighereducation.com/student/best-universities/top-50-universities-reputation
link,#cite_ref-Early_records_13-0
link,#cite_ref-Early_records_13-1
link,http://www.cam.ac.uk/about-the-university/history/early-records
link,https://web.archive.org/web/20131011174430/http://www.cam.ac.uk/about-the-university/history/early-records
link,#cite_ref-14
link,http://www.oed.com/view/Entry/135559
link,/wiki/Oxford_University_Press
link,#cite_ref-15
link,http://www.ox.ac.uk/divisions/index.html
link,https://web.archive.org/web/20131020114217/http://www.ox.ac.uk/divisions/index.html
link,#cite_ref-CollegesandHalls_16-0
link,#cite_ref-CollegesandHalls_16-1
link,https://www.ox.ac.uk/admissions/graduate/colleges/introducing-colleges
link,https://web.archive.org/web/20230316233819/https://www.ox.ac.uk/admissions/graduate/colleges/introducing-colleges
link,#cite_ref-uls_17-0
link,#cite_ref-uls_17-1
link,https://web.archive.org/web/20121125090133/http://www.ox.ac.uk/research/libraries/index.html
link,http://www.ox.ac.uk/research/libraries/index.html
link,#cite_ref-Famous_18-0
link,#cite_ref-Famous_18-1
link,#cite_ref-Famous_18-2
link,#cite_ref-Famous_18-3
link,#cite_ref-Famous_18-4
link,#cite_ref-Famous_18-5
link,#cite_ref-Famous_18-6
link,#cite_ref-Famous_18-7
link,#cite_ref-Famous_18-8
link,#cite_ref-Famous_18-9
link,#cite_ref-Famous_18-10
link,#cite_ref-Famous_18-11
link,#cite_ref-Famous_18-12
link,#cite_ref-Famous_18-13
link,#cite_ref-Famous_18-14
link,#cite_ref-Famous_18-15
link,#cite_ref-Famous_18-16
link,#cite_ref-Famous_18-17
link,#cite_ref-Famous_18-18
link,#cite_ref-Famous_18-19
link,http://www.ox.ac.uk/about/oxford-people/famous-oxonians
link,https://web.archive.org/web/20140607051053/http://www.ox.ac.uk/about/oxford-people/famous-oxonians
link,#cite_ref-olympics_19-0
link,http://www.ox.ac.uk/about/oxford-people/Oxford-at-the-Olympics
link,https://web.archive.org/web/20190526023454/http://www.ox.ac.uk/about/oxford-people/Oxford-at-the-Olympics
link,#cite_ref-Preface_20-0
link,http://www.admin.ox.ac.uk/statutes/375-092.shtml
link,https://web.archive.org/web/20140104205409/http://www.admin.ox.ac.uk/statutes/375-092.shtml
link,#cite_ref-21
link,https://academic.oup.com/ehr/advance-article/doi/10.1093/ehr/ceae078/7678734
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fehr%2Fceae078
link,/wiki/ISSN_(identifier)
link,https://www.worldcat.org/issn/1477-4534
link,#cite_ref-Early_schools_22-0
link,https://books.google.com/books?id=AkJO3TAxMtwC
link,/wiki/Oxford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-19-951011-5
link,https://web.archive.org/web/20230927195431/https://books.google.com/books?id=AkJO3TAxMtwC
link,#cite_ref-23
link,https://books.google.com/books?id=2Qc2l3vpLagC&pg=PA222
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-108-01034-4
link,https://web.archive.org/web/20230307161615/https://books.google.com/books?id=2Qc2l3vpLagC&pg=PA222
link,#cite_ref-24
link,http://news.bbc.co.uk/local/oxford/hi/people_and_places/history/newsid_9158000/9158705.stm
link,https://web.archive.org/web/20140104002457/http://news.bbc.co.uk/local/oxford/hi/people_and_places/history/newsid_9158000/9158705.stm
link,#cite_ref-British_History_25-0
link,#cite_ref-British_History_25-1
link,https://www.british-history.ac.uk/vch/oxon/vol3/pp1-38
link,https://web.archive.org/web/20140116132507/http://www.british-history.ac.uk/report.aspx?compid=63862
link,#cite_ref-26
link,#cite_ref-ReferenceA_27-0
link,#cite_ref-ReferenceA_27-1
link,#cite_ref-ReferenceA_27-2
link,#CITEREFBrookeHighfield1988
link,#cite_ref-28
link,#cite_ref-29
link,#cite_ref-30
link,#cite_ref-31
link,#cite_ref-32
link,/wiki/Daniel_J._Boorstin
link,https://web.archive.org/web/20100624022409/http://beatl.barnard.columbia.edu/learn/99AHLstuff.htm/Boorstin.htm
link,http://beatl.barnard.columbia.edu/learn/99AHLstuff.htm/Boorstin.htm
link,http://beatl.barnard.columbia.edu/learn/99AHLstuff.htm/Assignments.htm
link,#cite_ref-33
link,#CITEREFBrookeHighfield1988
link,#cite_ref-34
link,https://www.britannica.com/biography/William-Grocyn
link,/wiki/Encyclopedia_Britannica
link,https://web.archive.org/web/20230111022954/https://www.britannica.com/biography/William-Grocyn
link,#cite_ref-35
link,https://www.britannica.com/biography/John-Colet
link,/wiki/Encyclopedia_Britannica
link,https://web.archive.org/web/20230111022954/https://www.britannica.com/biography/John-Colet
link,#cite_ref-36
link,https://books.google.com/books?id=c8M1p3ySwI4C&pg=PA618
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-19-820242-4
link,#cite_ref-37
link,https://www.encyclopedia.com/social-sciences-and-law/education/colleges-international/oxford-university
link,https://web.archive.org/web/20230807121833/https://www.encyclopedia.com/social-sciences-and-law/education/colleges-international/oxford-university
link,#cite_ref-38
link,https://www.ox.ac.uk/sites/files/oxford/field/field_document/University%20Statutes%20August%202012%20-%20July%202013.pdf
link,https://web.archive.org/web/20180222164356/https://www.ox.ac.uk/sites/files/oxford/field/field_document/University%20Statutes%20August%202012%20-%20July%202013.pdf
link,#cite_ref-39
link,http://www.legislation.gov.uk/ukpga/Vict/34-35/26
link,https://web.archive.org/web/20160101193831/http://www.legislation.gov.uk/ukpga/Vict/34-35/26
link,#cite_ref-40
link,http://oxonblueplaques.org.uk/plaques/civil_war.html
link,https://web.archive.org/web/20200530010654/http://www.oxonblueplaques.org.uk/plaques/civil_war.html
link,#cite_ref-41
link,https://www.oxforddnb.com/display/10.1093/ref:odnb/9780198614128.001.0001/odnb-9780198614128-e-95474
link,/wiki/Dictionary_of_National_Biography#Oxford_Dictionary_of_National_Biography
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fref%3Aodnb%2F95474
link,https://www.oxforddnb.com/help/subscribe#public
link,#cite_ref-42
link,https://books.google.com/books?id=dmQ4AAAAYAAJ&pg=PA137
link,https://web.archive.org/web/20170304050530/https://books.google.com/books?id=dmQ4AAAAYAAJ&pg=PA137
link,#cite_ref-43
link,http://archive.org/details/cu31924088010115
link,#cite_ref-44
link,/wiki/William_D._Rubinstein
link,#cite_ref-45
link,#cite_ref-46
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F0046760950240403
link,#cite_ref-47
link,https://books.google.com/books?id=3bDAWHbXgi4C&pg=PA355
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-19-951016-0
link,https://web.archive.org/web/20230927195459/https://books.google.com/books?id=3bDAWHbXgi4C&pg=PA355#v=onepage&q&f=false
link,#cite_ref-Harrison-1994_48-0
link,#cite_ref-Harrison-1994_48-1
link,#cite_ref-Harrison-1994_48-2
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Facprof%3Aoso%2F9780198229742.001.0001
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-19-822974-2
link,#cite_ref-49
link,https://archive.org/details/oxforduniversity00univuoft
link,https://web.archive.org/web/20160311003438/https://archive.org/details/oxforduniversity00univuoft
link,#cite_ref-50
link,https://books.google.com/books?id=dmQ4AAAAYAAJ&pg=PA151
link,https://web.archive.org/web/20170305090139/https://books.google.com/books?id=dmQ4AAAAYAAJ&pg=PA151
link,#cite_ref-51
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/4127167
link,#cite_ref-boase_52-0
link,#cite_ref-boase_52-1
link,/wiki/Charles_William_Boase
link,http://purl.ox.ac.uk/uuid/743404c6bb6c4b16880e9dfce4000622
link,https://web.archive.org/web/20230927195935/http://dbooks.bodleian.ox.ac.uk/books/PDFs/N12449022.pdf
link,#cite_ref-53
link,http://purl.ox.ac.uk/uuid/4a66e363bf9544a8b81e48fe1335e4f6
link,#cite_ref-54
link,http://purl.ox.ac.uk/uuid/0ccd63bb36204432baafdcd706508ea4
link,#cite_ref-55
link,https://web.archive.org/web/20160304103452/http://www.economics.soton.ac.uk/staff/aldrich/Doc1.htm
link,http://www.economics.soton.ac.uk/staff/aldrich/Doc1.htm
link,#cite_ref-Lannon_56-0
link,#cite_ref-Lannon_56-1
link,#cite_ref-Lannon_56-2
link,http://www.timeshighereducation.co.uk/404111.article
link,https://web.archive.org/web/20140102191641/http://www.timeshighereducation.co.uk/404111.article
link,#cite_ref-57
link,http://trinitynews.ie/trinity-halls-steamboat-ladies/
link,https://web.archive.org/web/20131212042531/http://trinitynews.ie/trinity-halls-steamboat-ladies/
link,#cite_ref-58
link,#cite_ref-Our_History_59-0
link,#cite_ref-Our_History_59-1
link,http://www.st-annes.ox.ac.uk/about/history
link,https://web.archive.org/web/20140428063923/http://www.st-annes.ox.ac.uk/about/history
link,#cite_ref-VCH_St_Anne's_60-0
link,https://www.british-history.ac.uk/vch/oxon/vol3/pp351-353
link,https://web.archive.org/web/20181002180544/https://www.british-history.ac.uk/vch/oxon/vol3/pp351-353
link,#cite_ref-61
link,https://web.archive.org/web/20140618060830/http://www.st-hughs.ox.ac.uk/about-sthughs/history-of-the-college
link,http://www.st-hughs.ox.ac.uk/about-sthughs/history-of-the-college
link,#cite_ref-62
link,https://web.archive.org/web/20120423094628/http://www.st-hildas.ox.ac.uk/index.php/history/histconst.html
link,http://www.st-hildas.ox.ac.uk/index.php/history/histconst.html
link,#cite_ref-63
link,http://www.lmh.ox.ac.uk/about-lmh/history-and-archives/college-timeline
link,https://web.archive.org/web/20170827215801/http://www.lmh.ox.ac.uk/about-lmh/history-and-archives/college-timeline
link,#cite_ref-64
link,http://www.ox.ac.uk/about/oxford-people/women-at-oxford
link,https://web.archive.org/web/20180507034832/http://www.ox.ac.uk/about/oxford-people/women-at-oxford
link,#cite_ref-65
link,http://www.h-net.org/reviews/showrev.php?id=453
link,https://web.archive.org/web/20110917151721/http://www.h-net.org/reviews/showrev.php?id=453
link,#cite_ref-66
link,#cite_ref-St_Anne's_History_67-0
link,http://www.st-annes.ox.ac.uk/fileadmin/documents/Publications/St._Annes_History_Brochure_David_Smith.pdf
link,https://web.archive.org/web/20181113020614/http://www.st-annes.ox.ac.uk/fileadmin/documents/Publications/St._Annes_History_Brochure_David_Smith.pdf
link,#cite_ref-68
link,http://www.ox.ac.uk/gazette/1998-9/weekly/290799/news/story_3.htm
link,/wiki/Oxford_University_Gazette
link,https://web.archive.org/web/20130428103218/http://www.ox.ac.uk/gazette/1998-9/weekly/290799/news/story_3.htm
link,#cite_ref-Women_at_Oxford_69-0
link,#cite_ref-Women_at_Oxford_69-1
